Image,Energy (eV)
0,-398.3772683456639
1,-398.3349037895211
2,-398.19589264356404
3,-397.9989265920619
4,-397.8847998588885
5,-397.9894244693101
6,-398.1864651537477
7,-398.3300728540412
8,-398.37685100566944

Migration Barrier,0.49246848677535127
