Image,Energy (eV)
0,-309.7510954550177
1,-309.5102019033899
2,-309.3223696960741
3,-309.54204528904165
4,-309.6726509960653
5,-309.5412427151144
6,-309.3216768641479
7,-309.51279446010216
8,-309.74895668888496

Migration Barrier,0.4294185908698296
