Image,Energy (eV)
0,-212.45474243164062
1,-212.41094970703125
2,-212.0730743408203
3,-210.7919464111328
4,-210.14581298828125
5,-210.9580535888672
6,-211.85289001464844
7,-212.17300415039062
8,-212.27978515625

Migration Barrier,2.308929443359375
