Image,Energy (eV)
0,-322.6694812537388
1,-322.50066072564397
2,-322.027300719832
3,-322.02193070944804
4,-322.30037248577247
5,-322.02979525993135
6,-322.02513133696016
7,-322.498249306763
8,-322.6755729607798

Migration Barrier,0.6536422513317461
