Image,Energy (eV)
0,-428.45556640625
1,-428.3050842285156
2,-427.7741394042969
3,-427.0646667480469
4,-426.4607238769531
5,-426.9683532714844
6,-427.87774658203125
7,-428.4559631347656
8,-428.4479675292969

Migration Barrier,1.9952392578125
