Image,Energy (eV)
0,-369.6846618652344
1,-369.597412109375
2,-369.3334045410156
3,-368.8723449707031
4,-368.8435363769531
5,-369.4140625
6,-369.96051025390625
7,-370.26336669921875
8,-370.3599853515625

Migration Barrier,1.516448974609375
