Image Index,Energy (eV)
0,-350.1347961425781
1,-350.03067
2,-349.5964
3,-349.04398
4,-348.9604
5,-349.21805
6,-349.60126
7,-349.8689
8,-349.9345703125

Migration Barrier,1.174408
