Image,Energy (eV)
0,-292.0929260253906
1,-292.0442810058594
2,-291.6766357421875
3,-291.0704040527344
4,-290.7131042480469
5,-290.865478515625
6,-291.4725341796875
7,-291.81854248046875
8,-291.8946533203125

Migration Barrier,1.37982177734375
