Image,Energy (eV)
0,-395.3326483177013
1,-395.24239814775467
2,-394.8610651996078
3,-394.198300246505
4,-394.05886215636133
5,-394.39672848828866
6,-394.9163512481918
7,-395.260328527947
8,-395.3910385687407

Migration Barrier,1.3321764123793969
