Image Index,Energy (eV)
0,-241.47102
1,-241.41086
2,-241.20258
3,-240.88948
4,-240.62651
5,-240.53806
6,-240.56606
7,-240.66982
8,-240.7371

Migration Barrier,0.93296814
