Image,Energy (eV)
0,-231.01792907714844
1,-230.9552001953125
2,-230.7203369140625
3,-230.29766845703125
4,-229.96478271484375
5,-229.79037475585938
6,-229.5876007080078
7,-229.58761596679688
8,-229.70858764648438

Migration Barrier,1.430328369140625
