Image,Energy (eV)
0,-320.6291198730469
1,-320.5206604003906
2,-320.1506652832031
3,-319.78704833984375
4,-319.7878112792969
5,-320.1544189453125
6,-320.3460388183594
7,-320.5599670410156
8,-320.62249755859375

Migration Barrier,0.842071533203125
