Image,Energy (eV)
0,-790.4396065458506
1,-790.2443440441223
2,-790.2329890168261
3,-790.2352340477274
4,-790.2483405307571
5,-789.8204242608246
6,-789.7702295844615
7,-790.041619942113
8,-790.3081717970097

Migration Barrier,0.6693769613890481
