Image Index,Energy (eV)
0,-396.602783203125
1,-396.53247
2,-396.2107
3,-395.54166
4,-395.17422
5,-395.6787
6,-396.3392
7,-396.79544
8,-396.90765380859375

Migration Barrier,1.733429
