Image Index,Energy (eV)
0,-257.70575
1,-257.67242
2,-257.51422
3,-257.19748
4,-256.9337
5,-256.8781
6,-256.9492
7,-257.13812
8,-257.22366

Migration Barrier,0.8276367
