Image,Energy (eV)
0,-359.67647439300515
1,-359.60678874872417
2,-359.5211601223096
3,-359.4565992599729
4,-359.11442089302307
5,-358.71464361965997
6,-358.9679403489133
7,-359.06951563649915
8,-359.0648721325546

Migration Barrier,0.9618307733451843
