Image Index,Energy (eV)
0,-379.1050720214844
1,-379.04398
2,-378.95087
3,-378.8249
4,-378.49765
5,-378.0838
6,-378.22525
7,-378.33826
8,-378.38800048828125

Migration Barrier,1.0212708
