Image,Energy (eV)
0,-315.30271482956084
1,-315.2143997799977
2,-314.9618339479672
3,-314.42505581548915
4,-314.1866515004447
5,-314.48851479680104
6,-314.773346740104
7,-315.1809493624076
8,-315.298217622919

Migration Barrier,1.1160633291161162
