Image,Energy (eV)
0,-757.9747314453125
1,-757.9283447265625
2,-757.822265625
3,-757.7282104492188
4,-757.68408203125
5,-757.7249755859375
6,-757.8129272460938
7,-757.9234008789062
8,-757.97314453125

Migration Barrier,0.2906494140625
