Image Index,Energy (eV)
0,-321.40997314453125
1,-321.298828125
2,-320.91650390625
3,-320.6097412109375
4,-320.167724609375
5,-320.3738098144531
6,-320.92578125
7,-321.3114013671875
8,-321.407958984375

Migration Barrier,1.24224853515625
