Image Index,Energy (eV)
0,-212.94473266601562
1,-212.9136505126953
2,-212.61752319335938
3,-211.13719177246094
4,-210.18283081054688
5,-211.13873291015625
6,-212.20797729492188
7,-212.61224365234375
8,-212.74049377441406

Migration Barrier,2.76190185546875
